slug,agreement_no,url,purpose
dc2-855,855,https://zoningbylaw.edmonton.ca/dc2-855,"To provide a Site Specific Development Control Zone to accommodate a low rise building which will function as a Group Home, with development criteria that will ensure that development would be compatible in scale and character with the surrounding low density residential development."
dc2-859,859,https://zoningbylaw.edmonton.ca/dc2-859,To accommodate the development of a mixed-use building that will contain Residential Uses above a limited range of low intensity Commercial Uses on the first Storey.
dc2-862,862,https://zoningbylaw.edmonton.ca/dc2-862,To establish a Site Specific Development Control Provision to accommodate a range of commercial and business uses that will ensure compatibility with nearby heavy industrial land uses.
dc2-863,863,https://zoningbylaw.edmonton.ca/dc2-863,To allow for the development of a 4-storey mixed use residential apartment building with commercial uses on the ground floor.
dc2-865,865,https://zoningbylaw.edmonton.ca/dc2-865,To establish a Site Specific Development Control Provision to encourage the retention of the existing residential structure by providing opportunity for the conversion of this structure to small scale health services and professional office uses. New development and conversions will be of a scale and design that is complementary to the existing low density residential dwellings in the area.
dc2-867,867,https://zoningbylaw.edmonton.ca/dc2-867,"To accommodate the development of three mixed retail/office buildings that provide a greater range of commercial uses while maintaining the day-to-day needs of the community, planned in a comprehensive manner that is compatible with adjacent developments."
dc2-869,869,https://zoningbylaw.edmonton.ca/dc2-869,To establish a Site Specific Development Control Provision to accommodate a mixed use development consisting of residential and commercial uses that builds upon and enhances the existing DC2 (H) Water’s Edge Development Agreement.
dc2-87,87,https://zoningbylaw.edmonton.ca/dc2-87,"To establish a Site Specific Development Control District to accommodate an office/commercial building and to allow for a limited range of basic services and community educational, recreational and cultural service, with site development regulations which will ensure that development proceeds in a manner consistent with the policies of the Downtown Area Redevelopment Plan. The development of exclusively commercial uses at the density allowed in this district is predicated on a simultaneous redistricting to residential uses on Lots 51, 52, 53 and a portion of Lot 54, Block 6, Plan B."
dc2-873,873,https://zoningbylaw.edmonton.ca/dc2-873,To establish a Site Specific Development Control Provision to accommodate a low rise residential development that is compatible in Uses and scale with the surrounding area.
dc2-875,875,https://zoningbylaw.edmonton.ca/dc2-875,To establish a Site Specific Development Control Provision to accommodate a mixed use commercial and residential development that is sensitive and in scale to the surrounding neighbourhood and contributes to a pedestrian commercial shopping street.
dc2-877,877,https://zoningbylaw.edmonton.ca/dc2-877,To accommodate Apartment Housing with Family Oriented Dwellings provided on the ground floor.
